STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REGION,Region,LOCATION,Country,INCOME,Income,VAR,Variable,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,CZE,Czechia,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,11.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ITA,Italy,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ITA,Italy,HIN,High income,RCL__2,Restricted civil liberties,2019,,8.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,JPN,Japan,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,24,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,JPN,Japan,HIN,High income,DF__2,Discrimination in the family,2019,,20.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,JPN,Japan,HIN,High income,RPI__2,Restricted physical integrity,2019,,21.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,JPN,Japan,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,29.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,JPN,Japan,HIN,High income,RCL__2,Restricted civil liberties,2019,,24.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,JPN,Japan,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,24,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,JPN,Japan,HIN,High income,DF__2,Discrimination in the family,2019,,20.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,JPN,Japan,HIN,High income,RPI__2,Restricted physical integrity,2019,,21.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,JPN,Japan,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,29.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,JPN,Japan,HIN,High income,RCL__2,Restricted civil liberties,2019,,24.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,KOR,Korea,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,23.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,KOR,Korea,HIN,High income,DF__2,Discrimination in the family,2019,,21.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,KOR,Korea,HIN,High income,RPI__2,Restricted physical integrity,2019,,17.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,KOR,Korea,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,33,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,KOR,Korea,HIN,High income,RCL__2,Restricted civil liberties,2019,,20.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,KOR,Korea,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,23.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,KOR,Korea,HIN,High income,DF__2,Discrimination in the family,2019,,21.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,KOR,Korea,HIN,High income,RPI__2,Restricted physical integrity,2019,,17.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,KOR,Korea,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,33,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,KOR,Korea,HIN,High income,RCL__2,Restricted civil liberties,2019,,20.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,LUX,Luxembourg,HIN,High income,DF__2,Discrimination in the family,2019,,21.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,LUX,Luxembourg,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,7.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,LUX,Luxembourg,HIN,High income,RCL__2,Restricted civil liberties,2019,,8.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,LUX,Luxembourg,HIN,High income,DF__2,Discrimination in the family,2019,,21.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,LUX,Luxembourg,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,7.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,LUX,Luxembourg,HIN,High income,RCL__2,Restricted civil liberties,2019,,8.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NLD,Netherlands,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,16.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NLD,Netherlands,HIN,High income,DF__2,Discrimination in the family,2019,,23.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NLD,Netherlands,HIN,High income,RPI__2,Restricted physical integrity,2019,,13.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NLD,Netherlands,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NLD,Netherlands,HIN,High income,RCL__2,Restricted civil liberties,2019,,21.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NLD,Netherlands,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,16.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NLD,Netherlands,HIN,High income,DF__2,Discrimination in the family,2019,,23.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NLD,Netherlands,HIN,High income,RPI__2,Restricted physical integrity,2019,,13.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NLD,Netherlands,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NLD,Netherlands,HIN,High income,RCL__2,Restricted civil liberties,2019,,21.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,NZL,New Zealand,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,16.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,NZL,New Zealand,HIN,High income,DF__2,Discrimination in the family,2019,,21.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,NZL,New Zealand,HIN,High income,RPI__2,Restricted physical integrity,2019,,17.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,NZL,New Zealand,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,4.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,NZL,New Zealand,HIN,High income,RCL__2,Restricted civil liberties,2019,,22,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,USA,United States,HIN,High income,RCL__2,Restricted civil liberties,2019,,22.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NZL,New Zealand,HIN,High income,DF__2,Discrimination in the family,2019,,21.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NZL,New Zealand,HIN,High income,RPI__2,Restricted physical integrity,2019,,17.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NZL,New Zealand,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,4.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NZL,New Zealand,HIN,High income,RCL__2,Restricted civil liberties,2019,,22,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NOR,Norway,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,14.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NOR,Norway,HIN,High income,DF__2,Discrimination in the family,2019,,27.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NOR,Norway,HIN,High income,RPI__2,Restricted physical integrity,2019,,7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NOR,Norway,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,2.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,NOR,Norway,HIN,High income,RCL__2,Restricted civil liberties,2019,,19.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NOR,Norway,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,14.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NOR,Norway,HIN,High income,DF__2,Discrimination in the family,2019,,27.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NOR,Norway,HIN,High income,RPI__2,Restricted physical integrity,2019,,7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NOR,Norway,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,2.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NOR,Norway,HIN,High income,RCL__2,Restricted civil liberties,2019,,19.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,POL,Poland,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,17.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,POL,Poland,HIN,High income,DF__2,Discrimination in the family,2019,,21.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,POL,Poland,HIN,High income,RPI__2,Restricted physical integrity,2019,,19.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,POL,Poland,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,15.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,POL,Poland,HIN,High income,RCL__2,Restricted civil liberties,2019,,12.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,POL,Poland,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,17.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,POL,Poland,HIN,High income,DF__2,Discrimination in the family,2019,,21.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,POL,Poland,HIN,High income,RPI__2,Restricted physical integrity,2019,,19.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,POL,Poland,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,15.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,POL,Poland,HIN,High income,RCL__2,Restricted civil liberties,2019,,12.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,PRT,Portugal,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,11.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,PRT,Portugal,HIN,High income,DF__2,Discrimination in the family,2019,,21.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,PRT,Portugal,HIN,High income,RPI__2,Restricted physical integrity,2019,,7.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,PRT,Portugal,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,3.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,PRT,Portugal,HIN,High income,RCL__2,Restricted civil liberties,2019,,11.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PRT,Portugal,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,11.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PRT,Portugal,HIN,High income,DF__2,Discrimination in the family,2019,,21.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PRT,Portugal,HIN,High income,RPI__2,Restricted physical integrity,2019,,7.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PRT,Portugal,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,3.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PRT,Portugal,HIN,High income,RCL__2,Restricted civil liberties,2019,,11.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SVK,Slovak Republic,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,16.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SVK,Slovak Republic,HIN,High income,DF__2,Discrimination in the family,2019,,26.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SVK,Slovak Republic,HIN,High income,RPI__2,Restricted physical integrity,2019,,5.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SVK,Slovak Republic,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,7.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SVK,Slovak Republic,HIN,High income,RCL__2,Restricted civil liberties,2019,,24.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,SVK,Slovak Republic,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,16.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,SVK,Slovak Republic,HIN,High income,DF__2,Discrimination in the family,2019,,26.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,SVK,Slovak Republic,HIN,High income,RPI__2,Restricted physical integrity,2019,,5.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,SVK,Slovak Republic,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,7.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,ESP,Spain,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,14.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,ESP,Spain,HIN,High income,DF__2,Discrimination in the family,2019,,27.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,ESP,Spain,HIN,High income,RPI__2,Restricted physical integrity,2019,,11.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,ESP,Spain,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,10.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,ESP,Spain,HIN,High income,RCL__2,Restricted civil liberties,2019,,5.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ESP,Spain,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,14.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ESP,Spain,HIN,High income,DF__2,Discrimination in the family,2019,,27.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ESP,Spain,HIN,High income,RPI__2,Restricted physical integrity,2019,,11.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ESP,Spain,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,10.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ESP,Spain,HIN,High income,RCL__2,Restricted civil liberties,2019,,5.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SWE,Sweden,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,10.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SWE,Sweden,HIN,High income,DF__2,Discrimination in the family,2019,,15.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SWE,Sweden,HIN,High income,RPI__2,Restricted physical integrity,2019,,8.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SWE,Sweden,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,2.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,SWE,Sweden,HIN,High income,RCL__2,Restricted civil liberties,2019,,16.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,SWE,Sweden,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,10.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,SWE,Sweden,HIN,High income,DF__2,Discrimination in the family,2019,,15.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,SWE,Sweden,HIN,High income,RPI__2,Restricted physical integrity,2019,,8.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,SWE,Sweden,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,2.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,SWE,Sweden,HIN,High income,RCL__2,Restricted civil liberties,2019,,16.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,CHE,Switzerland,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,8.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,CHE,Switzerland,HIN,High income,DF__2,Discrimination in the family,2019,,0.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,CHE,Switzerland,HIN,High income,RPI__2,Restricted physical integrity,2019,,13.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,CHE,Switzerland,HIN,High income,RAPFR__2,Restricted access to productive and financial resources,2019,,11.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,CHE,Switzerland,HIN,High income,RCL__2,Restricted civil liberties,2019,,6.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,CHE,Switzerland,HIN,High income,SIGI_2,Social Institutions and Gender Index 2019,2019,,8.1,,A,,,,,,,
